function_name,function_type,input_size,memory_config_mb,cold_start,lines_of_code,num_loops,num_conditionals,num_function_calls,cyclomatic_complexity,max_nesting_depth,local_duration_ms,local_cpu_percent,local_memory_mb,local_energy_wh,aws_duration_ms,aws_memory_used_mb,aws_cold_start,aws_energy_estimate_wh,duration_ratio,memory_efficiency,energy_target_wh,calibration_ratio
etl-transform-01,io,Medium,128.0,1,39.0,4.0,1.0,12.0,7.0,2.0,45.579149832025564,15.515143183528645,102.4,0.00038590346857781646,50.643499813361736,128.0,1.0,0.0005008079425987994,1.1111111111111112,0.8,0.0005008079425987994,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,42.95591677624351,14.102235106595808,102.4,0.00036369342870552844,47.72879641804835,128.0,0.0,0.0004719847645784781,1.1111111111111112,0.8,0.0004719847645784781,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,44.148368011367644,16.58698907896345,102.4,0.00037378951582957943,49.05374223485294,128.0,0.0,0.0004850870065446569,1.1111111111111112,0.8,0.0004850870065446569,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,43.79643990275497,13.82756548537346,102.4,0.00037080985784332545,48.66271100306108,128.0,0.0,0.00048122014214138176,1.1111111111111112,0.8,0.00048122014214138176,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,46.93066502866116,14.61762097230163,102.4,0.00039734629724266454,52.145183365179065,128.0,0.0,0.000515657924388993,1.1111111111111112,0.8,0.000515657924388993,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,44.07072753979186,16.974289969576414,102.4,0.0003731321598369045,48.96747504421318,128.0,0.0,0.00048423391988166366,1.1111111111111112,0.8,0.00048423391988166366,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,46.12092431509639,15.942908326028483,102.4,0.00039049049253448283,51.24547146121821,128.0,0.0,0.0005067607733387135,1.1111111111111112,0.8,0.0005067607733387135,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,49.52294830703697,14.780245649958731,102.4,0.0004192942956662464,55.02549811892997,128.0,0.0,0.0005441410369538631,1.1111111111111112,0.8,0.0005441410369538631,1.2977544473607467
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,47.84143847516472,15.24265267777494,102.4,0.00040505751242306135,53.157153861294134,128.0,0.0,0.0005256651881839087,1.1111111111111112,0.8,0.0005256651881839087,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,44.011766572047826,14.645021956346541,102.4,0.00037263295697667165,48.90196285783092,128.0,0.0,0.00048358607714966127,1.1111111111111112,0.8,0.00048358607714966127,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,44.22051474077554,15.907951967871954,102.4,0.00037440035813856627,49.13390526752838,128.0,0.0,0.0004858797298677806,1.111111111111111,0.8,0.0004858797298677806,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,46.02446923400381,14.5967875436163,102.4,0.0003896738395145656,51.13829914889312,128.0,0.0,0.0005057009582501653,1.111111111111111,0.8,0.0005057009582501653,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,41.245508909219325,15.680580658809527,102.4,0.0003492119754313903,45.82834323246592,128.0,0.0,0.0004531913941877185,1.1111111111111112,0.8,0.0004531913941877185,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,43.06030763622792,15.818862431522167,102.4,0.0003645772713200631,47.844786262475466,128.0,0.0,0.0004731317752622574,1.1111111111111112,0.8,0.0004731317752622574,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,46.10904940827842,15.438239485036183,102.4,0.00039038995165675735,51.232277120309355,128.0,0.0,0.0005066302959675036,1.111111111111111,0.8,0.0005066302959675036,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,44.72029485867265,15.160137856726625,102.4,0.0003786318298034285,49.68921650963628,128.0,0.0,0.0004913711410397366,1.1111111111111112,0.8,0.0004913711410397366,1.2977544473607467
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,49.354056646650776,13.824327403653207,102.4,0.0004178643462749766,54.83784071850086,128.0,0.0,0.0005422853137718418,1.111111111111111,0.8,0.0005422853137718418,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,43.608504026285125,13.796645906490808,102.4,0.00036921866742254745,48.45389336253903,128.0,0.0,0.0004791551676962193,1.1111111111111112,0.8,0.0004791551676962193,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,42.64461228101612,16.18295545926418,102.4,0.0003610577173126032,47.38290253446236,128.0,0.0,0.00046856425839635003,1.1111111111111112,0.8,0.00046856425839635003,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,42.99836042551454,14.161331111083026,102.4,0.0003640527849360232,47.77595602834949,128.0,0.0,0.0004724511207247894,1.1111111111111112,0.8,0.0004724511207247894,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,45.03159120869354,15.623851311295414,102.4,0.0003812674722336054,50.035101342992824,128.0,0.0,0.0004947915577251513,1.1111111111111112,0.8,0.0004947915577251513,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,44.63813320612699,14.198467103228099,102.4,0.0003779361944785419,49.59792578458554,128.0,0.0,0.0004904683772031236,1.1111111111111112,0.8,0.0004904683772031236,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,50.018309209871866,13.577913513691314,102.4,0.00042348835131024855,55.575899122079846,128.0,0.0,0.0005495838913183452,1.111111111111111,0.8,0.0005495838913183452,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,44.10198963331757,14.615826667921878,102.4,0.00037339684556208884,49.00221070368619,128.0,0.0,0.00048457741695867454,1.111111111111111,0.8,0.00048457741695867454,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,45.12250026757029,14.241078107378359,102.4,0.00038203716893209515,50.13611140841143,128.0,0.0,0.0004957904350387353,1.1111111111111112,0.8,0.0004957904350387353,1.2977544473607463
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,46.98940908418902,13.97359206512385,102.4,0.0003978436635794671,52.2104545379878,128.0,0.0,0.000516303383764546,1.1111111111111112,0.8,0.000516303383764546,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,44.7570437369784,15.352416170633504,102.4,0.0003789429703064172,49.73004859664267,128.0,0.0,0.0004917749250112442,1.1111111111111112,0.8,0.0004917749250112442,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,46.2501157145666,13.981373011853439,102.4,0.0003915843130499972,51.38901746062955,128.0,0.0,0.0005081802837773367,1.1111111111111112,0.8,0.0005081802837773367,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,45.888539930887895,15.991082447171452,102.4,0.0003885229714148509,50.98726658987544,128.0,0.0,0.0005042074140554349,1.1111111111111112,0.8,0.0005042074140554349,1.2977544473607465
etl-transform-01,io,Medium,128.0,0,39.0,4.0,1.0,12.0,7.0,2.0,46.88371130095642,15.880586591416892,102.4,0.0003969487556814311,52.09301255661824,128.0,0.0,0.0005151420130598915,1.111111111111111,0.8,0.0005151420130598915,1.2977544473607463
etl-transform-02,io,Medium,256.0,1,39.0,4.0,1.0,12.0,7.0,2.0,43.31111688617428,16.53044632771952,204.8,0.0006130929212554005,48.123463206860315,256.0,1.0,0.0008180988745166254,1.1111111111111112,0.8,0.0008180988745166254,1.334379905808477
etl-transform-02,io,Medium,256.0,0,39.0,4.0,1.0,12.0,7.0,2.0,47.961803980601594,15.904231274266234,204.8,0.0006789259807920715,53.29089331177955,256.0,0.0,0.0009059451863002524,1.1111111111111112,0.8,0.0009059451863002524,1.334379905808477
etl-transform-02,io,Medium,256.0,0,39.0,4.0,1.0,12.0,7.0,2.0,47.80381506444772,16.333464849767022,204.8,0.0006766895599122934,53.115350071608574,256.0,0.0,0.0009029609512173457,1.1111111111111112,0.8,0.0009029609512173457,1.3343799058084769
etl-transform-02,io,Medium,256.0,0,39.0,4.0,1.0,12.0,7.0,2.0,41.38893958216816,15.84092273531847,204.8,0.0005858834336409139,45.987710646853515,256.0,0.0,0.0007817910809965098,1.1111111111111112,0.8,0.0007817910809965098,1.334379905808477
